Geo_Code,Prov_Name,Topic,Untrimmed Characteristic,Characteristic,Note,Total,Male,Female
35,Ontario,Detailed other language spoken regularly at home,Lao,Lao,,1600,815,785
35,Ontario,Detailed other language spoken regularly at home,Latvian,Latvian,,1525,620,900
35,Ontario,Detailed other language spoken regularly at home,Lingala,Lingala,,1220,505,715
35,Ontario,Detailed other language spoken regularly at home,Lithuanian,Lithuanian,,1685,675,1010
35,Ontario,Detailed other language spoken regularly at home,Macedonian,Macedonian,,5710,2780,2930
35,Ontario,Detailed other language spoken regularly at home,Malay,Malay,,2010,875,1135
35,Ontario,Detailed other language spoken regularly at home,Malayalam,Malayalam,,4210,2120,2085
35,Ontario,Detailed other language spoken regularly at home,Maltese,Maltese,,2270,1045,1225
35,Ontario,Detailed other language spoken regularly at home,Mandarin,Mandarin,,22435,10105,12330
35,Ontario,Detailed other language spoken regularly at home,Marathi,Marathi,,1255,620,640
35,Ontario,Detailed other language spoken regularly at home,Nepali,Nepali,,655,325,335
35,Ontario,Detailed other language spoken regularly at home,"Niger-Congo languages, n.i.e.","Niger-Congo languages, n.i.e.",,4890,2350,2540
35,Ontario,Detailed other language spoken regularly at home,Norwegian,Norwegian,,475,205,265
35,Ontario,Detailed other language spoken regularly at home,Oromo,Oromo,,450,235,225
35,Ontario,Detailed other language spoken regularly at home,Panjabi (Punjabi),Panjabi (Punjabi),,36175,18600,17575
35,Ontario,Detailed other language spoken regularly at home,Pashto,Pashto,,1565,845,715
35,Ontario,Detailed other language spoken regularly at home,Persian (Farsi),Persian (Farsi),,19325,10130,9195
35,Ontario,Detailed other language spoken regularly at home,Polish,Polish,,36540,16475,20070
35,Ontario,Detailed other language spoken regularly at home,Portuguese,Portuguese,,56065,27195,28865
35,Ontario,Detailed other language spoken regularly at home,Romanian,Romanian,,11640,5370,6265
35,Ontario,Detailed other language spoken regularly at home,Rundi (Kirundi),Rundi (Kirundi),,535,225,310
35,Ontario,Detailed other language spoken regularly at home,Russian,Russian,,20915,9535,11380
35,Ontario,Detailed other language spoken regularly at home,Rwanda (Kinyarwanda),Rwanda (Kinyarwanda),,555,220,335
35,Ontario,Detailed other language spoken regularly at home,"Semitic languages, n.i.e.","Semitic languages, n.i.e.",,3145,1560,1585
35,Ontario,Detailed other language spoken regularly at home,Serbian,Serbian,,11025,5500,5525
35,Ontario,Detailed other language spoken regularly at home,Serbo-Croatian,Serbo-Croatian,,1355,675,675
35,Ontario,Detailed other language spoken regularly at home,Shanghainese,Shanghainese,,460,185,275
35,Ontario,Detailed other language spoken regularly at home,"Sign languages, n.i.e.","Sign languages, n.i.e.",,1530,620,905
35,Ontario,Detailed other language spoken regularly at home,Sindhi,Sindhi,,2660,1255,1410
35,Ontario,Detailed other language spoken regularly at home,Sinhala (Sinhalese),Sinhala (Sinhalese),,4160,2055,2105
35,Ontario,Detailed other language spoken regularly at home,"Sino-Tibetan languages, n.i.e.","Sino-Tibetan languages, n.i.e.",,175,85,95
35,Ontario,Detailed other language spoken regularly at home,"Slavic languages, n.i.e.","Slavic languages, n.i.e.",,570,280,295
35,Ontario,Detailed other language spoken regularly at home,Slovak,Slovak,,2965,1305,1665
35,Ontario,Detailed other language spoken regularly at home,Slovenian,Slovenian,,2445,1075,1370
35,Ontario,Detailed other language spoken regularly at home,Somali,Somali,,7410,3415,4000
35,Ontario,Detailed other language spoken regularly at home,Spanish,Spanish,,64810,31120,33695
35,Ontario,Detailed other language spoken regularly at home,Swahili,Swahili,,3240,1485,1755
35,Ontario,Detailed other language spoken regularly at home,Swedish,Swedish,,1240,520,720
35,Ontario,Detailed other language spoken regularly at home,"Tagalog (Pilipino, Filipino)","Tagalog (Pilipino, Filipino)",,48070,17385,30690
35,Ontario,Detailed other language spoken regularly at home,Taiwanese,Taiwanese,,1050,480,570
35,Ontario,Detailed other language spoken regularly at home,Tamil,Tamil,,23860,11970,11885
35,Ontario,Detailed other language spoken regularly at home,Telugu,Telugu,,1730,910,820
35,Ontario,Detailed other language spoken regularly at home,Thai,Thai,,1120,375,745
35,Ontario,Detailed other language spoken regularly at home,Tibetan languages,Tibetan languages,,445,235,210
35,Ontario,Detailed other language spoken regularly at home,Tigrigna,Tigrigna,,1945,930,1015
35,Ontario,Detailed other language spoken regularly at home,Turkish,Turkish,,4610,2460,2150
35,Ontario,Detailed other language spoken regularly at home,Ukrainian,Ukrainian,,12170,5285,6880
35,Ontario,Detailed other language spoken regularly at home,Urdu,Urdu,,34535,17635,16895
35,Ontario,Detailed other language spoken regularly at home,Vietnamese,Vietnamese,,15425,7320,8105
35,Ontario,Detailed other language spoken regularly at home,Yiddish,Yiddish,,1540,660,875
35,Ontario,Detailed other language spoken regularly at home,English and French,English and French,,6970,3210,3760
35,Ontario,Detailed other language spoken regularly at home,English and non-official language,English and non-official language,,15600,7690,7910
35,Ontario,Detailed other language spoken regularly at home,French and non-official language,French and non-official language,,21270,9505,11765
35,Ontario,Detailed other language spoken regularly at home,"English, French and non-official language","English, French and non-official language",,350,170,180
46,Manitoba,Population and dwelling counts,Population in 2011,Population in 2011,,1208268,,
46,Manitoba,Population and dwelling counts,Population in 2006,Population in 2006,,1148401,,
46,Manitoba,Population and dwelling counts,2006 to 2011 population change (%),2006 to 2011 population change (%),,5.2,,
46,Manitoba,Population and dwelling counts,Total private dwellings,Total private dwellings,,512689,,
46,Manitoba,Population and dwelling counts,Private dwellings occupied by usual residents,Private dwellings occupied by usual residents,,466138,,
46,Manitoba,Population and dwelling counts,Population density per square kilometre,Population density per square kilometre,,2.2,,
46,Manitoba,Population and dwelling counts,Land area (square km),Land area (square km),,552329.52,,
46,Manitoba,Age characteristics,   0 to 4 years,0 to 4 years,,77185,39280,37905
46,Manitoba,Age characteristics,   5 to 9 years,5 to 9 years,,74620,38380,36240
46,Manitoba,Age characteristics,   10 to 14 years,10 to 14 years,,79355,40965,38395
46,Manitoba,Age characteristics,   15 to 19 years,15 to 19 years,,86215,44180,42035
46,Manitoba,Age characteristics,   20 to 24 years,20 to 24 years,,82925,41935,40990
46,Manitoba,Age characteristics,   25 to 29 years,25 to 29 years,,78185,38900,39285
46,Manitoba,Age characteristics,   30 to 34 years,30 to 34 years,,75260,36995,38265
46,Manitoba,Age characteristics,   35 to 39 years,35 to 39 years,,75575,37475,38095
46,Manitoba,Age characteristics,   40 to 44 years,40 to 44 years,,77770,38455,39320
46,Manitoba,Age characteristics,   45 to 49 years,45 to 49 years,,90090,44695,45395
46,Manitoba,Age characteristics,   50 to 54 years,50 to 54 years,,89970,44940,45025
46,Manitoba,Age characteristics,   55 to 59 years,55 to 59 years,,79770,39350,40420
46,Manitoba,Age characteristics,   60 to 64 years,60 to 64 years,,68895,33730,35170
46,Manitoba,Age characteristics,   65 to 69 years,65 to 69 years,,50240,24400,25840
46,Manitoba,Age characteristics,   70 to 74 years,70 to 74 years,,38425,18035,20390
46,Manitoba,Age characteristics,   75 to 79 years,75 to 79 years,,31575,14100,17475
46,Manitoba,Age characteristics,   80 to 84 years,80 to 84 years,,25545,10400,15145
46,Manitoba,Age characteristics,   85 years and over,85 years and over,,26665,8345,18320
46,Manitoba,Marital status,      Married (and not separated),Married (and not separated),,480140,240170,239970
46,Manitoba,Marital status,      Living common law,Living common law,,78370,39125,39245
46,Manitoba,Marital status,      Single (never legally married),Single (never legally married),,282465,152410,130050
46,Manitoba,Marital status,      Separated,Separated,,23620,10530,13090
46,Manitoba,Marital status,      Divorced,Divorced,,52215,22000,30215
46,Manitoba,Marital status,      Widowed,Widowed,,60300,11700,48610
46,Manitoba,Number of census families in private households,   Size of census family: 2 persons,Size of census family: 2 persons,,160325,,
46,Manitoba,Number of census families in private households,   Size of census family: 3 persons,Size of census family: 3 persons,,67940,,
46,Manitoba,Number of census families in private households,   Size of census family: 4 persons,Size of census family: 4 persons,,63665,,
46,Manitoba,Number of census families in private households,   Size of census family: 5 or more persons,Size of census family: 5 or more persons,,35945,,
46,Manitoba,Family characteristics by type,      Married couples,Married couples,,232635,,
46,Manitoba,Number of children at home in married coupled family,         Without children at home,Without children at home,,106390,,
46,Manitoba,Number of children at home in married coupled family,         With children at home,With children at home,,126245,,
46,Manitoba,Number of children at home in married coupled family,            1 child,1 child,,44755,,
46,Manitoba,Number of children at home in married coupled family,            2 children,2 children,,52455,,
46,Manitoba,Number of children at home in married coupled family,            3 or more children,3 or more children,,29030,,
46,Manitoba,Family characteristics by type,      Common-law couples,Common-law couples,,39055,,
46,Manitoba,Number of children at home in common-law coupled family,         Without children at home,Without children at home,,21760,,
46,Manitoba,Number of children at home in common-law coupled family,         With children at home,With children at home,,17295,,
46,Manitoba,Number of children at home in common-law coupled family,            1 child,1 child,,7700,,
46,Manitoba,Number of children at home in common-law coupled family,            2 children,2 children,,5620,,
46,Manitoba,Number of children at home in common-law coupled family,            3 or more children,3 or more children,,3975,,
46,Manitoba,Family characteristics by type,      Female parent,Female parent,,43855,,
46,Manitoba,Number of children at home with female-parent family,         1 child,1 child,,24365,,
46,Manitoba,Number of children at home with female-parent family,         2 children,2 children,,12280,,
46,Manitoba,Number of children at home with female-parent family,         3 or more children,3 or more children,,7210,,
46,Manitoba,Family characteristics by type,      Male parent,Male parent,,12330,,
46,Manitoba,Number of children at home with male-parent family,         1 child,1 child,,7815,,
46,Manitoba,Number of children at home with male-parent family,         2 children,2 children,,3200,,
46,Manitoba,Number of children at home with male-parent family,         3 or more children,3 or more children,,1315,,
46,Manitoba,Family characteristics by age,   Under six years of age,Under six years of age,,88290,,
46,Manitoba,Family characteristics by age,   6 to 14 years,6 to 14 years,,133190,,
46,Manitoba,Family characteristics by age,   15 to 17 years,15 to 17 years,,48565,,
46,Manitoba,Family characteristics by age,   18 to 24 years,18 to 24 years,,73525,,
46,Manitoba,Family characteristics by age,   25 years and over,25 years and over,,34795,,
46,Manitoba,Household and dwelling characteristics,      Living with relatives,Living with relatives,,31645,14940,16695
46,Manitoba,Household and dwelling characteristics,      Living with non-relatives only,Living with non-relatives only,,34105,19710,14390
46,Manitoba,Household and dwelling characteristics,      Living alone,Living alone,,131480,59755,71720
46,Manitoba,Household and dwelling characteristics for persons aged 65 years and over,      Living with relatives,Living with relatives,,5415,1335,4075
46,Manitoba,Household and dwelling characteristics for persons aged 65 years and over,      Living with non-relatives only,Living with non-relatives only,,1840,900,935
46,Manitoba,Household and dwelling characteristics for persons aged 65 years and over,      Living alone,Living alone,,48525,13595,34930
46,Manitoba,Private dwellings by structural type,   Single-detached house,Single-detached house,,322800,,
46,Manitoba,Private dwellings by structural type,"   Apartment, building that has five or more storeys","Apartment, building that has five or more storeys",,37670,,
46,Manitoba,Private dwellings by structural type,   Movable dwelling,Movable dwelling,,8545,,
46,Manitoba,Private dwellings by structural type,      Semi-detached house,Semi-detached house,,14445,,
46,Manitoba,Private dwellings by structural type,      Row house,Row house,,14435,,
46,Manitoba,Private dwellings by structural type,"      Apartment, duplex","Apartment, duplex",,6110,,
46,Manitoba,Private dwellings by structural type,"      Apartment, building that has fewer than five storeys","Apartment, building that has fewer than five storeys",,61410,,
46,Manitoba,Private dwellings by structural type,      Other single-attached house,Other single-attached house,,730,,
46,Manitoba,Private households by household size,   1 person,1 person,,131475,,
46,Manitoba,Private households by household size,   2 persons,2 persons,,155355,,
46,Manitoba,Private households by household size,   3 persons,3 persons,,67745,,
46,Manitoba,Private households by household size,   4 persons,4 persons,,64575,,
46,Manitoba,Private households by household size,   5 persons,5 persons,,27885,,
46,Manitoba,Private households by household size,   6 or more persons,6 or more persons,,19105,,
46,Manitoba,Detailed mother tongue,English,English,,869990,432080,437905
46,Manitoba,Detailed mother tongue,French,French,,42090,20140,21945
46,Manitoba,Detailed mother tongue,Atikamekw,Atikamekw,,0,0,0
46,Manitoba,Detailed mother tongue,"Cree, n.o.s.","Cree, n.o.s.",,18970,9330,9635
46,Manitoba,Detailed mother tongue,Dene,Dene,,1005,470,530
